# Temperature (K)	C55 dvov (10^-5)
0.6337	0.22224791110456166
0.634	0.24244276274549334
0.6345	0.3163406982230831
0.6347	0.41402986673435943
0.6352	0.4081456859552431
0.6355	0.35238421555699573
0.6357	0.27402265726764097
0.6362	0.1798886358295366
0.6365	0.15119590040148104
0.6367	0.17480570509708107
0.6372	0.19561396256590227
0.6375	0.20040721068244208
0.6377	0.20663152591741302
0.6382	0.2642673957775729
0.6385	0.20895806389487462
0.6387	0.14224022047410304
0.6392	0.15796966061484494
0.6395	0.1977621591795842
0.6397	0.19458902565508202
0.64	0.11646099840743233
0.6405	0.10274445414993304
0.6407	0.16612689960392255
0.641	0.2600941734539047
0.6415	0.31547211339157155
0.6417	0.2950396879287075
0.642	0.3154084736939258
0.6422	0.3855001887423902
0.6427	0.35527450193387383
0.643	0.26105975136066306
0.6433	0.24064268424242977
0.6435	0.17637675803076946
0.6438	0.17903663931399977
0.6442	0.25542146861252035
0.6445	0.28542581128274946
0.6447	0.30916976117562184
0.6449	0.2732748257241405
0.6454	0.2408919414877966
0.6456	0.23136740041837262
0.6459	0.24232802575092438
0.6462	0.3360963795229709
0.6466	0.39629464472521003
0.6469	0.3785649549504968
0.6472	0.433151035059674
0.6479	0.37817534549297505
0.6482	0.318444740996448
0.6485	0.36013741317090064
0.6487	0.32235720841122933
0.6491	0.3091266963838176
0.6494	0.29224106292019025
0.6496	0.22673553873183394
0.6499	0.19924613953272494
0.6503	0.24423142698944655
0.6506	0.239334793958562
0.6508	0.2796771475729117
0.6513	0.3352761624415856
0.6516	0.2991813358209057
0.6518	0.28744183413574725
0.652	0.232540140718046
0.6526	0.23855767708904188
0.6528	0.2900740492618628
0.6533	0.2797834724220863
0.6536	0.2897743302948132
0.6538	0.25637309385122137
0.654	0.20136498316365628
0.6545	0.24228361679367283
0.6547	0.3019966015561969
0.655	0.31668346405986897
0.6554	0.3735815566075439
0.6557	0.43736607388566473
0.6559	0.35922010598836557
0.6562	0.2837022264572022
0.6564	0.3149314952865905
0.6569	0.3106153118084191
0.6572	0.348897023827433
0.6577	0.3603046749498613
0.6579	0.3127988016688333
0.6582	0.37603306562712485
0.6584	0.45019330277585323
0.6586	0.4187544018543978
0.6591	0.3817332713829504
0.6593	0.4111514577333762
0.6598	0.30057220161415793
0.66	0.24872592012238712
0.6603	0.27600276973573
0.6608	0.20047858508789482
0.661	0.22105064435263244
0.6612	0.2400710749479078
0.6615	0.2846028160049846
0.6617	0.3732742554658926
0.6622	0.39710317773419
0.6625	0.452734551897112
0.6627	0.4284703446495947
0.6629	0.31373059079797816
0.6634	0.2812418354438263
0.6637	0.25746796604504035
0.6639	0.21295220986854851
0.6641	0.2544803176011859
0.6646	0.34738543600984406
0.6648	0.3378563906255086
0.6651	0.23588882232827324
0.6653	0.21156940890157708
0.6656	0.22909163128425042
0.666	0.2611600750732491
0.6663	0.3153126786687149
0.6665	0.32993977546731756
0.6668	0.3007065858803186
0.667	0.27350860169369745
0.6675	0.31305069502509353
0.6678	0.37785215860544746
0.6682	0.3156602243928699
0.6685	0.24842139316124137
0.6687	0.29287258279617767
0.6692	0.2707215568491998
0.6694	0.2827111625236566
0.6697	0.36804900160107784
0.6701	0.3428099016762327
0.6704	0.27679824982703316
0.6706	0.26070485324826764
0.6709	0.2491541506268076
0.6713	0.24877899061869196
0.6716	0.23900426828201782
0.6718	0.23286366023899524
0.6721	0.32575369256739517
0.6726	0.3728963156183107
0.6728	0.2845482530584734
0.6731	0.29152662410696994
0.6733	0.3079788817416133
0.6738	0.2566138704750988
0.6741	0.2752756677252069
0.6743	0.3460568793354265
0.6745	0.4059386156586575
0.6748	0.34839079832926995
0.6752	0.2532702451660501
0.6755	0.2263215651370095
0.6757	0.2214928437256061
0.676	0.21637370411172785
0.6764	0.25176479283507863
0.6767	0.2891935830845742
0.677	0.3111292007686346
0.6772	0.3002803527230426
0.6777	0.3348979172718516
0.6782	0.38541187548141087
0.6784	0.35230769370355863
0.6789	0.3277757850012877
0.6791	0.3197400293723546
0.6793	0.3747988226892587
0.6798	0.3498872261350496
0.6801	0.2891611860040156
0.6803	0.23952783020453425
0.6806	0.17208748335101895
0.681	0.13628366695479657
0.6815	0.11700026153440213
0.6817	0.1426854822375763
0.682	0.1710376099032379
0.6822	0.19519541392502837
0.6825	0.1521712053085319
0.6829	0.13786413690465354
0.6832	0.15355764332669955
0.6834	0.18977926234179082
0.6839	0.29109310429083085
0.6841	0.35300012151482774
0.6844	0.35299580549799126
0.6846	0.370243784239728
0.6851	0.32547196030313036
0.6854	0.22608880880483273
0.6856	0.266237670670127
0.6861	0.32038442845179654
0.6863	0.28637695434511823
0.6866	0.33125349974890167
0.6868	0.3944607559306875
0.6873	0.3870415668355315
0.6875	0.37514514679355987
0.6878	0.3797019075867233
0.6883	0.39644574296639895
0.6885	0.37312306700972625
0.6888	0.346310410478598
0.689	0.342033749980064
0.6893	0.39326203824883305
0.6897	0.40135054723554636
0.69	0.3093979674682868
0.6902	0.23965901157807804
0.6904	0.24690268717366673
0.6909	0.2768418862749604
0.6911	0.22858441536352134
0.6914	0.237516369719251
0.6916	0.20679603265627566
0.6921	0.17451276594721227
0.6924	0.2748063881489733
0.6927	0.313584651370942
0.6931	0.31810372813758986
0.6934	0.3507558757788443
0.6936	0.35130860319968665
0.6938	0.41748816616246937
0.6941	0.45529219394151166
0.6945	0.35349688405014473
0.6948	0.24934227933622824
0.695	0.2683592534542443
0.6953	0.31713540237120935
0.6957	0.30862153464025116
0.696	0.3407368903782606
0.6962	0.35208530965670415
0.6964	0.34678780823304245
0.6967	0.38047336657773745
0.6971	0.41847069024128664
0.6974	0.4300756852063602
0.6977	0.42272417183456285
0.6982	0.3999941900376786
0.6984	0.35040009956497287
0.6986	0.37426576912783294
0.6989	0.4070728097316928
0.6991	0.3453255163731665
0.6996	0.25654726978890235
0.6998	0.23044137794449088
0.7001	0.28719599094328585
0.7003	0.2786193838176911
0.7008	0.2325159876665579
0.701	0.25749251961123015
0.7013	0.27269663130430244
0.7015	0.21473525580572705
0.702	0.18124879589040932
0.7022	0.1809481840882158
0.7025	0.17928086405791113
0.7027	0.20954877075730297
0.7033	0.23886089450764159
0.7035	0.2654213548599748
0.7038	0.2422701788304415
0.7042	0.22469079582954815
0.7045	0.2499847034949875
0.7048	0.31449184948847053
0.705	0.4085224257936899
0.7052	0.3934814548664663
0.7057	0.3069748500318767
0.706	0.25006284303418425
0.7062	0.3486263430214193
0.7065	0.403439989660507
0.707	0.3660222999545969
0.7072	0.4164478722748044
0.7074	0.4124996101319365
0.7077	0.2974760403382827
0.7082	0.24343078696007414
0.7084	0.2554571836675657
0.7087	0.3151001203607483
