# temperature (K),delta c66/c66 (1e-5)
1.408284883720930303e+00,-3.539114890257674784e+00
1.408575294117647037e+00,-3.537083223928395803e+00
1.408928235294117703e+00,-3.536401063154773983e+00
1.409223255813953468e+00,-3.536407473445752014e+00
1.409576190476190538e+00,-3.532917676936473406e+00
1.409816666666666718e+00,-3.530754269665794087e+00
1.410351807228915622e+00,-3.526830045231283073e+00
1.410653571428571285e+00,-3.525699048558259552e+00
1.411248809523809378e+00,-3.522164378793945616e+00
1.411488095238095264e+00,-3.520854315424381209e+00
1.411785542168674690e+00,-3.519386540991816581e+00
1.412266265060241111e+00,-3.517230552423954659e+00
1.412691463414634141e+00,-3.515483215024038710e+00
1.412996385542168776e+00,-3.514719918716206148e+00
1.413297619047618969e+00,-3.513914135528587224e+00
1.413719277108433703e+00,-3.511934007830177951e+00
1.414079518072289154e+00,-3.509921465626204995e+00
1.414561445783132587e+00,-3.506534052853830463e+00
1.415096428571428477e+00,-3.504820902664690596e+00
1.415334523809523848e+00,-3.503697431889801983e+00
1.415691666666666571e+00,-3.501814201978183050e+00
1.415929761904761719e+00,-3.500510492789684847e+00
1.416224705882352941e+00,-3.499202455334015749e+00
1.416749999999999954e+00,-3.496226522810430115e+00
1.417215116279069598e+00,-3.493943797435253629e+00
1.417505882352940727e+00,-3.492671984271030983e+00
1.417797674418604714e+00,-3.491785604311923752e+00
1.418090588235294325e+00,-3.490139576332967231e+00
1.418505952380952451e+00,-3.487804323405703677e+00
1.418745238095237893e+00,-3.486636319289813102e+00
1.419103571428571353e+00,-3.484273797969661413e+00
1.419341666666666724e+00,-3.482524542820158331e+00
1.419637647058823671e+00,-3.481098913305591402e+00
1.419929069767441598e+00,-3.479509520465587258e+00
1.420451724137930860e+00,-3.474490896619867097e+00
1.420796551724138101e+00,-3.470605983918505277e+00
1.421202325581395476e+00,-3.466508912311432766e+00
1.421432954545454486e+00,-3.465455614448349042e+00
1.421720689655172398e+00,-3.464158203898226596e+00
1.422005681818181877e+00,-3.463446479760381003e+00
1.422514606741573040e+00,-3.462558505272335996e+00
1.422851685393258458e+00,-3.461278937038974934e+00
1.423359090909090741e+00,-3.458405233206855112e+00
1.423644827586206585e+00,-3.457035619927856906e+00
1.424045454545454614e+00,-3.454738688260889479e+00
1.424499999999999877e+00,-3.452985808352299291e+00
1.424840909090909102e+00,-3.450721530587848473e+00
1.425181818181818105e+00,-3.448088843645038537e+00
1.425462921348314760e+00,-3.446581841376843425e+00
1.425687640449438298e+00,-3.445260629039004208e+00
1.426025842696629020e+00,-3.443009815209769897e+00
1.426362921348314439e+00,-3.441032653019670207e+00
1.426761363636363633e+00,-3.438560869372426332e+00
1.427102272727272636e+00,-3.436490043350535650e+00
1.427384269662921090e+00,-3.434411579304209816e+00
1.427662222222222166e+00,-3.431673428799014935e+00
1.427942696629213470e+00,-3.429845107389636993e+00
1.428274725274725432e+00,-3.428711031241066465e+00
1.428766304347826255e+00,-3.426079881007277450e+00
1.429036559139784890e+00,-3.424511286689988054e+00
1.429307608695652432e+00,-3.423257416596002134e+00
1.429525000000000379e+00,-3.422345605786600853e+00
1.429796703296703164e+00,-3.421108432862288495e+00
1.430126373626373626e+00,-3.419858176826314544e+00
1.430511111111111289e+00,-3.419395555592456670e+00
1.430899999999999839e+00,-3.418625095509566947e+00
1.431229670329670522e+00,-3.416991347518805178e+00
1.431559340659340762e+00,-3.413782199242235471e+00
1.431834444444444188e+00,-3.410486048569879802e+00
1.432167777777777706e+00,-3.407278313240000855e+00
1.432553846153845845e+00,-3.404001445401317660e+00
1.432941111111110999e+00,-3.400706041853927886e+00
1.433218681318681353e+00,-3.398714630021482108e+00
1.433493478260869702e+00,-3.397154118106033849e+00
1.433710869565217649e+00,-3.395239638525078263e+00
1.434091208791208771e+00,-3.393035899487543361e+00
1.434530769230769387e+00,-3.389269798751941121e+00
1.434970329670329781e+00,-3.386653620989393154e+00
1.435300000000000020e+00,-3.384433673257522202e+00
1.435575555555555383e+00,-3.382146635251651379e+00
1.435851648351648358e+00,-3.380092408257638681e+00
1.436181318681318597e+00,-3.377833354282466338e+00
1.436563043478260582e+00,-3.375930532236331771e+00
1.436997826086956476e+00,-3.374188592617606730e+00
1.437323913043478507e+00,-3.372753550423996050e+00
1.437594623655913839e+00,-3.372033316349187793e+00
1.437919354838709918e+00,-3.370084813038962679e+00
1.438191304347826271e+00,-3.367652016747738397e+00
1.438517391304347637e+00,-3.365344262804077058e+00
1.438952173913043753e+00,-3.362102456035260811e+00
1.439279347826087019e+00,-3.359677734384280523e+00
1.439550537634408434e+00,-3.358081347560563756e+00
1.439822826086956775e+00,-3.356354815397458502e+00
1.440091397849462274e+00,-3.355530269035745139e+00
1.440413978494623493e+00,-3.353997779204715979e+00
1.440893617021276718e+00,-3.351304755802197999e+00
1.441160215053763238e+00,-3.349793259559854075e+00
1.441482795698924901e+00,-3.347985560682488870e+00
1.441644565217391483e+00,-3.347976068754305423e+00
1.441861956521738986e+00,-3.347568901548171549e+00
1.442135164835165018e+00,-3.346210175458599334e+00
1.442574725274725189e+00,-3.342260305991687552e+00
1.442956521739130471e+00,-3.338592366973833769e+00
1.443282608695652280e+00,-3.335823903168126936e+00
1.443499999999999561e+00,-3.334124329712186086e+00
1.443826086956521593e+00,-3.332145191641760817e+00
1.444205376344086078e+00,-3.330200111849332512e+00
1.444635483870967407e+00,-3.329158558082246255e+00
1.444958064516129292e+00,-3.327975367602613144e+00
1.445280645161290289e+00,-3.326253074322822911e+00
1.445496774193548273e+00,-3.325043903341120988e+00
1.445711827956989604e+00,-3.323991166516861995e+00
1.446091304347825846e+00,-3.322759675805378787e+00
1.446417391304347877e+00,-3.321019259832350468e+00
1.447073333333333434e+00,-3.316715061185515179e+00
1.447406666666666730e+00,-3.313232088983737444e+00
1.447628888888888854e+00,-3.311797685948187464e+00
1.447906593406593334e+00,-3.310129414367227962e+00
1.448236263736263796e+00,-3.309091696673004179e+00
1.448622222222222033e+00,-3.307174610199591136e+00
1.448900000000000077e+00,-3.305554847514633021e+00
1.449123595505617645e+00,-3.303962905386078841e+00
1.449403409090909145e+00,-3.301690826208390828e+00
1.449630681818181666e+00,-3.300605435057800907e+00
1.449971590909090891e+00,-3.297957186571288890e+00
1.450426136363636376e+00,-3.293856432459690176e+00
1.450994318181818121e+00,-3.289109006207085795e+00
1.451276404494382000e+00,-3.287689917445923982e+00
1.451613483146067418e+00,-3.285437954986478726e+00
1.451835164835164838e+00,-3.282922923449200336e+00
1.452217391304347682e+00,-3.280137629725262904e+00
1.452543478260869714e+00,-3.279816006615058566e+00
1.452978260869564942e+00,-3.279060604145974001e+00
1.453304347826086973e+00,-3.277290151262412188e+00
1.453683870967741987e+00,-3.275008867775319299e+00
1.454012087912087692e+00,-3.273093568345196935e+00
1.454451648351648529e+00,-3.269967193539411010e+00
1.455001098901098855e+00,-3.264887382600126120e+00
1.455330769230769539e+00,-3.261838691490080766e+00
1.455603260869565041e+00,-3.259858772056624332e+00
1.455820652173912988e+00,-3.258477219737545116e+00
1.456089247311828094e+00,-3.256390741282961798e+00
1.456411827956989313e+00,-3.253175030879364993e+00
1.456734408602150310e+00,-3.249966374224222410e+00
1.457106382978723635e+00,-3.245847680761788645e+00
1.457320212765957468e+00,-3.244223436937983429e+00
1.457639361702127490e+00,-3.242379092093936599e+00
1.457852127659574615e+00,-3.240834296561552641e+00
1.458171276595744859e+00,-3.239280781671240117e+00
1.458490425531914436e+00,-3.236704434982894174e+00
1.458858947368421255e+00,-3.233331271783663752e+00
1.459171134020618599e+00,-3.230208192185772820e+00
1.459480412371134017e+00,-3.227903594633880768e+00
1.459684848484848363e+00,-3.226490908861410656e+00
1.459939795918367311e+00,-3.224101282139228530e+00
1.460245918367347073e+00,-3.222568495478829842e+00
1.460552040816326169e+00,-3.220218040530940407e+00
1.460960204081632741e+00,-3.217961332178794542e+00
1.461266326530612059e+00,-3.215606042198643877e+00
1.461572448979592043e+00,-3.214291590218570249e+00
1.461725773195876155e+00,-3.213862326325454433e+00
1.462138144329896638e+00,-3.211494897387012770e+00
1.462447422680412279e+00,-3.209128886469765352e+00
1.462859793814432985e+00,-3.204238782477337733e+00
1.463169072164948403e+00,-3.201624885585282243e+00
1.463478350515464044e+00,-3.200093312767597897e+00
1.463686597938144374e+00,-3.198366407994772675e+00
1.463894845360824482e+00,-3.196947118568841173e+00
1.464204123711340344e+00,-3.194791689157955084e+00
1.464513402061855762e+00,-3.193004270109325304e+00
1.464925773195876246e+00,-3.189292397989561767e+00
1.465235051546391887e+00,-3.187322512376364436e+00
1.465544329896907083e+00,-3.185116385301096198e+00
1.465750515463917436e+00,-3.183449006204285947e+00
1.466059793814432854e+00,-3.181169073117896318e+00
1.466369072164948717e+00,-3.179444837771157939e+00
1.466884536082474266e+00,-3.176416099688698758e+00
1.467039583333333397e+00,-3.176084154222890810e+00
1.467299999999999827e+00,-3.174467019019039160e+00
1.467615789473684096e+00,-3.171826262368703464e+00
1.467826315789473757e+00,-3.169658748721506658e+00
1.468142105263158248e+00,-3.167408879409041589e+00
1.468509574468084944e+00,-3.165036398233334047e+00
1.468935106382978528e+00,-3.161969891069744687e+00
1.469254255319148772e+00,-3.159391008182677929e+00
1.469573404255319016e+00,-3.156446533718352043e+00
1.469733333333333336e+00,-3.155243751990353118e+00
1.470055913978494333e+00,-3.152850403007411817e+00
1.470378494623655996e+00,-3.149964738423558508e+00
1.470754347826087161e+00,-3.146298611242151377e+00
1.471080434782608526e+00,-3.143520322077772988e+00
1.471406521739130779e+00,-3.141271229182445168e+00
1.471678494623655853e+00,-3.139031176304214465e+00
1.472108602150537404e+00,-3.135925325644640882e+00
1.472538709677419400e+00,-3.132819627425040832e+00
1.472918478260869524e+00,-3.132016670756851084e+00
1.473244565217391555e+00,-3.131086368417234755e+00
1.473461956521738836e+00,-3.129236876663265221e+00
1.473788043478261089e+00,-3.126750683904128358e+00
1.474114130434782677e+00,-3.123945819630453258e+00
1.474440217391304264e+00,-3.120450504674061154e+00
1.474983695652173799e+00,-3.116610275088905535e+00
1.475309782608695386e+00,-3.114427662488659987e+00
1.475583516483516489e+00,-3.111924020573930250e+00
1.475861111111111068e+00,-3.109867673352745499e+00
1.476194444444444365e+00,-3.106849114679137269e+00
1.476527777777777661e+00,-3.104781894450240998e+00
1.476861111111110736e+00,-3.103355977788582187e+00
1.477190217391304294e+00,-3.101547985798827956e+00
1.477460215053763681e+00,-3.099947868909120885e+00
1.477836170212765809e+00,-3.098423592336481125e+00
1.478105376344085897e+00,-3.096998524605253156e+00
1.478427956989247560e+00,-3.094394261057503037e+00
1.478802127659574417e+00,-3.091867342249122963e+00
1.479227659574468223e+00,-3.090527233386498374e+00
1.479495698924731428e+00,-3.089638388035422789e+00
1.479712903225806508e+00,-3.089009140183093471e+00
1.479927956989247617e+00,-3.087827476446904029e+00
1.480250537634408836e+00,-3.086151054714017850e+00
1.480788172043010720e+00,-3.084385621132611721e+00
1.481057608695652394e+00,-3.083427807613775773e+00
1.481383695652173760e+00,-3.080121448441330401e+00
1.481709782608696235e+00,-3.076767394807175204e+00
1.481927173913043516e+00,-3.075320564938331724e+00
1.482253260869565326e+00,-3.073668999817047442e+00
1.482579347826087357e+00,-3.070638986010832738e+00
