# Temperature (K),delta_v_33/v_33
2.3684,2.7320661314850228e-05
2.369,2.7072828417518843e-05
2.3703,2.6464082391173822e-05
2.3718,2.7437686843498663e-05
2.3743,2.7423544039583482e-05
2.3748,2.8183528646601088e-05
2.3767,2.7479220243387668e-05
2.3773,2.7964580166425188e-05
2.3775,2.7804039853438468e-05
2.3783,2.8897152983618562e-05
2.3803,2.7901356132590123e-05
2.3822,2.85162512592659e-05
2.3839,2.788191371282949e-05
2.3853,2.740056274411059e-05
2.3866,2.750501538044521e-05
2.3889,2.7821528761920645e-05
2.3916,2.765384832685893e-05
2.3931,2.7220284275468142e-05
2.3949,2.8420744363370396e-05
2.3977,2.846498982836721e-05
2.3999,2.8239316404103437e-05
2.4009,2.782005547726715e-05
2.4014,2.8032113758423476e-05
2.4025,2.8476413068412554e-05
2.4057,2.891131457560231e-05
2.409,2.8127678898490075e-05
2.4112,2.8174083640933187e-05
2.412,2.7860241062171873e-05
2.4128,2.8271513696585107e-05
2.414,2.8438190577466868e-05
2.4141,2.902177424858936e-05
2.4154,2.98813701795296e-05
2.4168,3.0401583396714966e-05
2.4194,2.9582355802805258e-05
2.4224,2.9404149623367385e-05
2.4242,2.9358594002865137e-05
2.4258,2.9557018333671022e-05
2.4272,2.911595888363289e-05
2.4276,2.8995934139477308e-05
2.4277,2.83738625094176e-05
2.4289,3.017379782456837e-05
2.4298,3.0490890109855805e-05
2.4302,2.920710586613485e-05
2.4306,2.8643170608414186e-05
2.432,2.9310072844412972e-05
2.4344,3.066316334072815e-05
2.437,2.877394937820984e-05
2.4393,2.8971103608138986e-05
2.441,2.9963099745565578e-05
2.4429,3.0228549661983785e-05
2.4435,3.0072388789448396e-05
2.4439,2.9294763986425143e-05
2.4442,2.9372013867093173e-05
2.445,3.006746953042147e-05
2.4484,2.9626782492181094e-05
2.4518,2.955896951658636e-05
2.4543,3.101498040684761e-05
2.4552,3.201550610263388e-05
2.4553,3.0498665160650604e-05
2.4567,3.063764430349394e-05
2.459,3.0069245417903284e-05
2.4613,3.227989313560605e-05
2.4644,3.184219874262919e-05
2.4646,3.077152845911945e-05
2.4647,3.0931377961829524e-05
2.4672,3.131153801802413e-05
2.4682,3.0958913708115365e-05
2.4689,3.0999746451306154e-05
2.4693,3.054883616911265e-05
2.4704,3.0151889692378177e-05
2.4705,3.0320762073502143e-05
2.4706,3.086639580587862e-05
2.4708,2.98053391989873e-05
2.4712,3.206203936013449e-05
2.472,3.23909120036952e-05
2.4736,3.0904597463262526e-05
2.4782,3.0956361549601435e-05
2.4799,3.0888043320232336e-05
2.4802,3.297013716709622e-05
2.4803,3.1560473052848794e-05
2.4805,3.2251456765848425e-05
2.4814,3.1939042270616214e-05
2.4824,3.207147348047923e-05
2.4841,3.067821206496598e-05
2.4875,3.288726118180662e-05
2.4877,3.0494602931434458e-05
2.4891,3.212722572923714e-05
2.4907,3.1608367436717174e-05
2.4933,3.282220337592735e-05
2.4962,3.1258477328281994e-05
2.4963,3.274097293370192e-05
2.4964,3.151265979626827e-05
2.4994,3.2957061182071714e-05
2.5025,3.375671778030196e-05
2.5068,3.2982191033824166e-05
2.5069,3.253057739306712e-05
2.507,3.3782425023275454e-05
2.5072,3.5236285132969535e-05
2.5081,3.362697811378298e-05
2.5085,3.40675732242177e-05
2.5111,3.383717127071778e-05
2.5167,3.3902835586531474e-05
2.5174,3.564009160599554e-05
2.5178,3.5345500206758956e-05
2.5183,3.503465089292333e-05
2.5186,3.4900113983975044e-05
2.5193,3.5660827104600976e-05
2.5194,3.3750204781671e-05
2.5205,3.6613531106110707e-05
2.5218,3.44158811142205e-05
2.5226,3.4650049542989816e-05
2.5238,3.5159394170040256e-05
2.5239,3.595813532184243e-05
2.5251,3.470925019703583e-05
2.5254,3.607300806387214e-05
2.5288,3.704457546694343e-05
2.533,3.705807884824073e-05
2.5337,3.7803579966100214e-05
2.5361,3.824473303121728e-05
2.5375,3.802682636732451e-05
2.5388,3.757254230271304e-05
2.5389,3.7250663256986426e-05
2.5393,3.956747923452401e-05
2.5398,3.8676270574790485e-05
2.54,3.7793469701832125e-05
2.5422,3.808890748059485e-05
2.5466,3.8608925936407186e-05
2.5507,4.0015791447803035e-05
2.5509,3.886278540938219e-05
2.551,4.029849090965799e-05
2.5527,4.045922230312408e-05
2.5535,4.0788759910178704e-05
2.5545,4.032050992799438e-05
2.5555,4.278087209926706e-05
2.5563,4.034941805277614e-05
2.5572,4.257635795149941e-05
2.5622,4.2264681941909816e-05
2.5654,4.2441603622701216e-05
2.5677,4.336645847746531e-05
2.5709,4.507856660793011e-05
2.5726,4.5336465978624855e-05
2.573,4.560936513806025e-05
2.5744,4.737004151734042e-05
2.5748,4.867797257191525e-05
2.5751,4.85321181488981e-05
2.5756,4.74693757351387e-05
2.5758,4.751602629469199e-05
2.5761,4.8457787822873155e-05
2.5762,4.894382184957633e-05
2.577,5.061141086301175e-05
2.5773,5.0370449346345106e-05
2.5776,4.994689730098823e-05
2.5784,5.005519427594061e-05
2.5802,5.065988876581973e-05
2.5823,5.0330115859378245e-05
2.5842,5.2362993723262976e-05
2.5866,5.3289540533371315e-05
2.589,5.32473302686061e-05
2.5911,5.560169803978022e-05
2.5965,5.59278620085906e-05
2.6012,5.7471613594785935e-05
2.6013,5.897315874719786e-05
2.6018,6.1535956717373e-05
2.6024,6.061538351460819e-05
2.6026,5.91186144902536e-05
2.6029,5.911921010752308e-05
2.6035,6.0498517938853064e-05
2.6058,6.0252017480052445e-05
2.6078,6.433505194817893e-05
2.608,6.52476044603085e-05
2.6091,6.278529619012473e-05
2.6092,6.572191759701317e-05
2.6096,6.520621234714677e-05
2.6113,6.455296380148723e-05
2.6133,6.573577961919775e-05
2.6151,6.610124942364898e-05
2.6154,6.406545290978126e-05
2.6163,6.586531933736252e-05
2.6223,6.60114900487783e-05
2.6248,6.880291993934745e-05
2.6258,6.990938221596082e-05
2.6267,6.840633963624836e-05
2.6274,6.70972235260832e-05
2.6276,7.055874431161957e-05
2.6302,6.937221350543372e-05
2.6343,7.12246454540349e-05
2.6421,7.266243778148572e-05
2.6437,7.334363716748778e-05
2.6449,7.294631744812195e-05
2.6464,7.465037149547738e-05
2.6489,7.321746953603088e-05
2.6516,7.485342203623241e-05
2.6531,7.575301788978287e-05
2.6541,7.378139214825204e-05
2.6546,7.378230217015479e-05
2.6551,7.426873845205863e-05
2.6552,7.408499027965737e-05
2.6562,7.467326306419323e-05
2.6565,7.680088165291139e-05
2.6571,7.501426258772576e-05
2.6575,7.608017518334936e-05
2.6576,7.49486454732747e-05
2.6581,7.548115176170922e-05
2.6588,7.532069414125908e-05
2.6592,7.617211936506968e-05
2.6606,7.492910153139493e-05
2.6609,7.597950264539629e-05
2.6645,7.441711320801518e-05
2.6668,7.579391618755986e-05
2.6693,7.651759465794791e-05
2.6697,7.78959487384309e-05
2.6701,7.713031191275715e-05
2.6709,7.61722987225871e-05
2.6722,7.540980107372754e-05
2.6724,7.640610502708773e-05
2.6733,7.628062898998467e-05
2.6735,7.519045724848975e-05
2.6741,7.598636579913313e-05
2.6744,7.567972319640153e-05
2.6746,7.493747413429791e-05
2.6767,7.807818160396919e-05
2.684,7.637253746368875e-05
2.6915,7.777016423648847e-05
2.6924,7.613635190192515e-05
2.6929,7.874999835968565e-05
2.6932,7.566521047858506e-05
2.6934,7.51856072560332e-05
2.6938,7.582613978691361e-05
2.6945,7.460242538650116e-05
2.6957,7.714793897543221e-05
2.6975,7.591052782958105e-05
2.7,7.707436372704508e-05
2.7001,7.649243240026258e-05
2.703,7.876441283468994e-05
2.705,7.727188505868606e-05
2.7075,7.602600391942996e-05
2.7086,7.630431283213472e-05
2.7093,7.713383945296997e-05
2.7097,7.715286542746317e-05
2.7104,7.71754394689653e-05
2.7106,7.693275963726152e-05
2.7112,7.727789607593143e-05
2.7118,7.827874230843317e-05
2.7123,7.724928985904609e-05
2.7128,7.73086239088374e-05
2.7129,7.936412436569336e-05
2.7132,7.751037496046049e-05
2.7148,7.738522446484556e-05
2.7156,7.716422822215921e-05
2.7161,7.719488875025712e-05
2.7179,7.781781976226578e-05
2.724,7.680199401853534e-05
2.7246,7.81349573593486e-05
2.7268,7.59220605076525e-05
2.729,7.595572648578853e-05
2.7299,7.741983187255315e-05
2.732,7.711678818406627e-05
2.7356,7.702990041805602e-05
2.7367,7.574635265017358e-05
2.7376,7.72641486297197e-05
2.7387,7.585075907909593e-05
2.742,7.608891952599297e-05
2.7427,7.782948865469454e-05
2.7429,7.634292867118204e-05
2.7435,7.605827802328791e-05
2.7448,7.653465474717168e-05
2.746,7.678916414073174e-05
2.7462,7.742968116678814e-05
2.7478,7.694595387135201e-05
2.7482,7.563736635791874e-05
2.7489,7.775304655574323e-05
2.7519,7.803856144190839e-05
2.7537,7.824828879727723e-05
2.7588,7.698043102607041e-05
2.761,7.822218785432672e-05
2.7643,7.779969684538827e-05
2.7647,7.783982833727927e-05
2.7663,7.688463349415972e-05
2.7672,7.680133855138373e-05
2.7675,7.741120790665506e-05
2.7695,7.585340968451443e-05
2.7701,7.799487357773811e-05
2.771,7.688325169438502e-05
2.7713,7.73952897070093e-05
2.773,7.81697191843384e-05
2.775,7.772773360493642e-05
2.7751,7.822601144524459e-05
2.7759,7.571131784509548e-05
2.7762,7.545051192592134e-05
2.7787,7.607104088785226e-05
2.7804,7.645715426533578e-05
2.7819,7.663902999478757e-05
2.7838,7.794435913035805e-05
2.7867,7.716548025943894e-05
2.7893,7.776203694068427e-05
2.7924,7.708030767384907e-05
2.7931,7.807985417071434e-05
2.794,7.80360665421152e-05
2.7944,7.717085775621096e-05
2.7946,7.609664878584307e-05
2.7983,7.673961537667545e-05
2.7987,7.660132622167234e-05
2.7999,7.625017328682854e-05
2.8003,7.61671062558391e-05
2.8006,7.747593377160243e-05
2.8013,7.734659688209051e-05
2.8017,7.750598971806691e-05
2.8024,7.875509575337921e-05
2.8037,7.77735806815065e-05
2.8039,7.630074245576134e-05
2.8042,7.819306693268285e-05
2.8093,7.673155926700495e-05
2.8154,7.67106906489136e-05
2.8205,7.625604186987932e-05
2.8251,7.659417106237395e-05
2.8265,7.780325940444752e-05
2.8266,7.799166666225099e-05
2.828,7.722442066598684e-05
2.8284,7.710833316714958e-05
2.8289,7.658935316585615e-05
2.8291,7.657710810533119e-05
2.8299,7.665002155493213e-05
2.8303,7.619142020978737e-05
2.8325,7.600899073781395e-05
2.8336,7.538343244973505e-05
2.8348,7.605602188442158e-05
2.8351,7.720762597953521e-05
2.8398,7.688962512671911e-05
2.8401,7.793851516700426e-05
2.8403,7.653252856138462e-05
2.8413,7.705956105283526e-05
2.8435,7.594790882752297e-05
2.8446,7.491317997488182e-05
2.8448,7.699076799567998e-05
2.8477,7.646070426284994e-05
2.8488,7.700987888022795e-05
2.8512,7.787970120286479e-05
2.8524,7.617687721328874e-05
2.859,7.60857692410419e-05
2.8607,7.827737467884086e-05
2.8608,7.678215551938057e-05
2.8619,7.749109716247793e-05
2.8623,7.400068138073669e-05
2.863,7.491225266154673e-05
2.8638,7.614719593026049e-05
2.865,7.871520980527154e-05
2.8656,7.662716648282253e-05
2.867,7.701518181213312e-05
2.8684,7.634161744453175e-05
2.8703,7.744593619687312e-05
2.8705,7.671640138331202e-05
2.8712,7.623725039352304e-05
2.8715,7.670103527967818e-05
2.8722,7.625017734494328e-05
2.8742,7.733674429035257e-05
2.8747,7.626224751553332e-05
2.8754,7.63418905632312e-05
2.8758,7.647543536712515e-05
2.8769,7.753319212260654e-05
2.8804,7.653935851267416e-05
2.8805,7.627806873878558e-05
2.8811,7.768979913712431e-05
2.8826,7.732893410283287e-05
2.8828,7.791724466866711e-05
2.8839,7.766085616739024e-05
2.8847,7.717401614363324e-05
2.8867,7.787312080594908e-05
2.8874,7.618125482868682e-05
2.891,7.89917365858679e-05
2.8945,7.634428306285306e-05
2.8949,7.749809033981305e-05
2.8955,7.756195134326218e-05
2.8969,7.767803383302542e-05
2.9001,7.656331175053285e-05
2.9044,7.482046065887306e-05
2.9052,7.74347779960699e-05
2.9066,7.79742307688805e-05
2.9074,7.625779087171322e-05
2.908,7.718119833097468e-05
2.9097,7.740808323603673e-05
2.9105,7.804166554465344e-05
2.9145,7.840599961912266e-05
2.9165,7.780090057264877e-05
2.9167,7.874307847621652e-05
2.917,7.628715135023357e-05
2.9183,7.774597981918164e-05
2.9209,7.695121180589116e-05
2.9228,7.757782380881776e-05
2.9229,7.817688771400798e-05
2.9236,7.703395596122391e-05
2.9245,7.836954755870863e-05
2.9247,7.788999416013103e-05
2.9248,7.549509061475681e-05
2.9254,7.613229629196149e-05
2.9261,7.805444822230857e-05
2.9263,7.660689506574878e-05
2.927,7.694340058170738e-05
2.9274,7.767616570006495e-05
2.9278,7.929174786117168e-05
2.9281,7.652642377369014e-05
2.9293,7.700860635075303e-05
2.9305,7.74681823761182e-05
2.9323,7.720634045147474e-05
2.9333,7.656705789611268e-05
2.9337,7.618080987521326e-05
2.9384,7.644094972707656e-05
2.9405,7.668524487688522e-05
2.9436,7.632430826714911e-05
2.9486,7.611480281094074e-05
2.9519,7.521723270349473e-05
2.9535,7.70350863262079e-05
2.9559,7.760933256058487e-05
2.9586,7.649046688823007e-05
2.9609,7.664790229597918e-05
2.9615,7.752136507621181e-05
2.9629,7.607245961750601e-05
2.9639,7.763852957772085e-05
2.9694,7.635590298637583e-05
2.9709,7.759544753431584e-05
2.9719,7.710532281764869e-05
2.9727,7.596542483902204e-05
2.9734,7.739855595557904e-05
2.975,7.590963885429718e-05
2.9751,7.844557051031721e-05
2.9754,7.58478969170875e-05
2.9775,7.668613929855644e-05
2.9776,7.488015875569633e-05
2.9783,7.647030176152348e-05
2.9784,7.811863094352852e-05
2.9785,7.870174554749293e-05
2.9818,7.690358618666719e-05
2.9833,7.524099786012049e-05
2.9848,7.604440742972947e-05
2.9851,7.714784318409391e-05
2.9904,7.671513779900165e-05
2.9914,7.804498927277115e-05
2.9916,7.840024222418642e-05
2.9936,7.514958380738244e-05
2.9953,7.748235987081337e-05
2.9954,7.513433114987194e-05
2.9971,7.486963046365922e-05
2.9974,7.5194978737473e-05
2.9991,7.602621159704392e-05
2.9993,7.546009567523661e-05
2.9998,7.484998961227407e-05
