# B (T), \delta v/v
1.744499999999999940e+00,2.132156194318884836e-06
1.753100000000000103e+00,1.758917907158572252e-06
1.762199999999999989e+00,1.936582020640358406e-06
1.770799999999999930e+00,1.542493669866046996e-06
1.779500000000000082e+00,2.757016077047232897e-06
1.788100000000000023e+00,1.617326390497021964e-06
1.797199999999999909e+00,1.262092771121977285e-06
1.805800000000000072e+00,1.271033301024273188e-06
1.814500000000000002e+00,1.980465557096784766e-06
1.823199999999999932e+00,2.238457086428603977e-06
1.833199999999999941e+00,2.216239717025452523e-06
1.842799999999999994e+00,2.058282779441179388e-06
1.852500000000000036e+00,1.735130502113126777e-06
1.862100000000000088e+00,2.004677454130231531e-06
1.870800000000000018e+00,1.886747002807309757e-06
1.880300000000000082e+00,3.738386912645135472e-07
1.889299999999999979e+00,1.439091239335149337e-06
1.898200000000000109e+00,1.985414834043068132e-06
1.907100000000000017e+00,1.684355461127606812e-06
1.915799999999999947e+00,2.262711489375390621e-06
1.924400000000000110e+00,2.007574131456186031e-06
1.933100000000000041e+00,1.602585037119893651e-06
1.942199999999999926e+00,1.193299625086596295e-06
1.950700000000000101e+00,1.043538900173126248e-06
1.959699999999999998e+00,-4.960860972231043164e-10
1.970099999999999962e+00,1.462282518838382058e-06
1.978900000000000103e+00,1.914798614783457323e-06
1.989000000000000101e+00,2.714257509575418621e-06
1.998699999999999921e+00,2.786995893916930939e-06
2.007400000000000073e+00,2.017582867509457034e-06
2.016599999999999948e+00,2.199494070865095664e-06
2.027600000000000069e+00,7.306210857600261253e-07
2.036300000000000221e+00,1.820264063540977858e-06
2.045500000000000096e+00,2.614111522550538556e-06
2.055299999999999905e+00,2.409352436409249905e-06
2.063800000000000079e+00,1.285756943340864503e-06
2.073700000000000099e+00,2.568162821753902474e-06
2.082500000000000018e+00,2.028382258600046339e-06
2.091099999999999959e+00,2.709414322592934837e-06
2.100299999999999834e+00,1.989621506555080445e-06
2.108900000000000219e+00,1.726977859576044223e-06
2.117700000000000138e+00,2.933367106320271256e-06
2.126300000000000079e+00,1.845056973207178340e-06
2.135499999999999954e+00,2.085789349793080137e-06
2.144200000000000106e+00,2.513661452009749876e-06
2.152800000000000047e+00,2.198047287541797078e-06
2.161500000000000199e+00,8.742325368589010451e-07
2.170500000000000096e+00,1.714286272923976583e-06
2.179100000000000037e+00,1.615956233113799954e-06
2.187899999999999956e+00,1.488627744587170312e-06
2.197599999999999998e+00,3.211466653558169015e-06
2.207599999999999785e+00,1.460748586685697847e-06
2.217000000000000082e+00,9.789475471441580826e-07
2.225600000000000023e+00,2.849417526275949391e-06
2.235100000000000087e+00,1.819784574601484954e-06
2.246100000000000207e+00,9.513744067967560593e-07
2.254799999999999915e+00,3.863128408591268853e-07
2.263799999999999812e+00,2.712650904491584972e-06
2.273099999999999898e+00,1.499708093696166047e-06
2.282200000000000006e+00,1.916788972521348174e-06
2.291100000000000136e+00,3.472900052644309170e-06
2.301299999999999901e+00,1.078916489045630457e-06
2.310500000000000220e+00,1.578122260418061626e-06
2.319100000000000161e+00,7.624282870054874088e-07
2.328699999999999992e+00,8.276868128194642994e-07
2.337400000000000144e+00,1.604550584464461364e-06
2.348199999999999843e+00,2.608084211106376400e-06
2.357200000000000184e+00,1.953648995979854683e-06
2.365800000000000125e+00,7.711631141764591427e-07
2.375900000000000123e+00,1.715754693531524634e-06
2.385099999999999998e+00,1.412341512837926322e-06
2.393899999999999917e+00,2.334736128047890016e-06
2.403700000000000170e+00,1.956646703307664964e-06
2.413699999999999957e+00,1.840829912223439137e-06
2.422400000000000109e+00,1.775472125911854455e-06
2.431200000000000028e+00,3.496443756841624648e-06
2.439900000000000180e+00,2.460260848248789923e-06
2.448900000000000077e+00,1.122003346845526581e-06
2.457599999999999785e+00,2.579800899440033018e-06
2.466200000000000170e+00,2.368293457725013755e-06
2.474899999999999878e+00,1.297459955918443299e-06
2.483800000000000008e+00,1.210903220803674976e-06
2.492599999999999927e+00,1.319323596894403112e-06
2.501199999999999868e+00,4.027266391673891069e-07
2.510200000000000209e+00,9.253749820773804306e-07
2.519499999999999851e+00,1.242323865088595849e-06
2.528099999999999792e+00,1.444951029120711359e-06
2.537900000000000045e+00,6.203949368810543138e-07
2.546499999999999986e+00,1.296198562714091177e-06
2.555499999999999883e+00,3.837233376957432072e-07
2.564099999999999824e+00,4.900351723327828028e-07
2.572900000000000187e+00,1.895221649347985857e-06
2.582199999999999829e+00,1.169285827684195429e-06
2.590899999999999981e+00,2.041527508075946778e-06
2.599600000000000133e+00,7.751259240606806107e-07
2.608299999999999841e+00,1.917757390779422245e-06
2.617199999999999971e+00,1.804986410739708915e-06
2.625700000000000145e+00,4.251046474634074743e-07
2.634399999999999853e+00,5.189440332452094524e-07
2.644299999999999873e+00,6.469807153349307373e-07
2.653999999999999915e+00,1.516670825087715942e-06
2.663499999999999979e+00,1.243700867629938742e-06
2.673399999999999999e+00,1.278483385552787142e-06
2.682999999999999829e+00,5.323488598806816116e-07
2.692499999999999893e+00,9.319801991127625237e-07
2.701099999999999834e+00,1.253182648147633475e-06
2.709799999999999986e+00,1.069237792702439072e-07
2.719700000000000006e+00,1.367529494966700579e-08
2.728899999999999881e+00,2.368446609303130265e-07
2.737499999999999822e+00,4.044733986939075612e-07
2.746799999999999908e+00,1.607264803281610675e-06
2.755500000000000060e+00,7.407380565951113098e-07
2.764200000000000212e+00,1.538773415522853329e-06
2.772800000000000153e+00,2.950121153572570452e-07
2.781499999999999861e+00,1.082387441062428526e-06
2.790599999999999969e+00,1.009253051130509001e-06
2.799199999999999910e+00,1.797035920961893764e-06
2.808600000000000207e+00,2.222616784580569525e-06
2.817200000000000149e+00,9.792735014280129491e-07
2.826000000000000068e+00,1.637540483339153252e-06
2.835599999999999898e+00,3.874846145663799965e-07
2.845099999999999962e+00,1.666728285525684392e-06
2.854600000000000026e+00,5.226166632893132838e-07
2.863799999999999901e+00,1.842853592279704647e-07
2.872500000000000053e+00,1.004235967223441554e-06
2.881200000000000205e+00,5.832098791171418280e-07
2.889800000000000146e+00,9.898678806216035936e-07
2.898800000000000043e+00,1.198321771153773238e-06
2.907500000000000195e+00,1.253808185065253839e-06
2.916199999999999903e+00,-3.351047837676706873e-07
2.924900000000000055e+00,3.320561225916233289e-07
2.933899999999999952e+00,1.097987982602447246e-06
2.942499999999999893e+00,9.010907551921360469e-07
2.951099999999999834e+00,8.560068735585053476e-07
2.959799999999999986e+00,5.680958182876019724e-07
2.968799999999999883e+00,2.687857253508220585e-07
2.977500000000000036e+00,-3.399411366479141924e-08
2.986600000000000144e+00,-2.414718706407600543e-08
2.995600000000000041e+00,8.349793461428231880e-08
3.004199999999999982e+00,3.801215038555538252e-07
3.012900000000000134e+00,9.504097108311215444e-08
3.021599999999999842e+00,-6.826412636562213115e-08
3.030699999999999950e+00,-2.199970690997346025e-07
3.039400000000000102e+00,5.554369184544976495e-07
3.048000000000000043e+00,8.672446365622457111e-07
3.056700000000000195e+00,1.032963328083684375e-06
3.065599999999999881e+00,-5.434907811179869042e-07
3.074199999999999822e+00,2.355197414971089455e-06
3.082800000000000207e+00,1.114837113324815276e-06
3.091499999999999915e+00,1.470184832391956825e-06
3.100600000000000023e+00,4.047447891835243700e-07
3.109199999999999964e+00,-2.843807574078342434e-08
3.118700000000000028e+00,9.268465175226348225e-07
3.127400000000000180e+00,4.949127002777404388e-07
3.137500000000000178e+00,-5.176707937584929843e-07
3.147499999999999964e+00,2.892101967864597716e-07
3.156200000000000117e+00,-1.343942854089511668e-07
3.164800000000000058e+00,-3.045865361220962894e-07
3.173900000000000166e+00,1.376476320397005976e-06
3.182900000000000063e+00,8.900455805112349010e-07
3.191600000000000215e+00,2.074583503418455863e-07
3.200600000000000112e+00,1.461604513997472217e-07
3.209200000000000053e+00,6.125500806417765766e-07
3.217900000000000205e+00,5.188332241004177045e-07
3.226599999999999913e+00,2.710681431421549901e-07
3.235599999999999810e+00,6.406958350751545787e-07
3.244299999999999962e+00,-4.400996899268753981e-10
3.252899999999999903e+00,-2.101656430598692477e-07
3.261600000000000055e+00,-2.217014466414498827e-07
3.270599999999999952e+00,7.772082738461230135e-07
3.280299999999999994e+00,-4.855415334811905709e-07
3.290099999999999802e+00,-2.538449125811690840e-07
3.299399999999999888e+00,3.528625044533963834e-08
3.308100000000000041e+00,1.069888503596027468e-07
3.317200000000000149e+00,6.801887829859616305e-08
3.325800000000000090e+00,3.306912109412316406e-07
3.334400000000000031e+00,7.921974041513496663e-07
3.342999999999999972e+00,1.074775849954807960e-06
3.351799999999999891e+00,1.554782566523212669e-06
3.360599999999999810e+00,4.356399632904957991e-07
3.369299999999999962e+00,-8.138267632988886377e-08
3.379100000000000215e+00,-3.724023595248239504e-09
3.387700000000000156e+00,-2.476764702838006767e-07
3.396300000000000097e+00,-3.783114419100104195e-08
3.404999999999999805e+00,1.304422428947602224e-06
3.413899999999999935e+00,3.394482118198975662e-07
3.422600000000000087e+00,1.126097618275173629e-06
3.432300000000000129e+00,6.455758610668035913e-07
3.442099999999999937e+00,4.222142433980098294e-07
3.451200000000000045e+00,6.227657981926898456e-07
3.460300000000000153e+00,-5.367918079916063519e-07
3.468999999999999861e+00,4.363032751224433549e-07
3.477599999999999802e+00,4.668022162301497732e-07
3.486299999999999955e+00,9.255501747526886924e-07
3.494899999999999896e+00,3.207827415222029403e-07
3.504000000000000004e+00,-1.979538931761023676e-07
3.512500000000000178e+00,1.175914554272605803e-06
3.521199999999999886e+00,-2.332239076614371805e-07
3.530100000000000016e+00,-1.179461196226143978e-06
3.538899999999999935e+00,-2.847562767279007354e-07
3.548700000000000188e+00,9.522190163197561188e-08
3.557599999999999874e+00,4.281109895668379697e-07
3.566300000000000026e+00,1.280152650318154908e-08
3.575299999999999923e+00,1.474040386354044056e-06
3.584200000000000053e+00,1.122428177812372866e-06
3.592900000000000205e+00,2.416709427787116886e-07
3.602799999999999780e+00,1.065491651140878203e-07
3.612699999999999800e+00,3.497542976501851787e-07
3.621399999999999952e+00,5.887112004485106631e-10
3.630599999999999827e+00,-8.964593836959726218e-07
3.639299999999999979e+00,2.772076566081877608e-07
3.648000000000000131e+00,-5.199693713696189844e-07
3.657200000000000006e+00,-1.456090339830662470e-06
3.666300000000000114e+00,-5.633396908345713466e-07
3.674999999999999822e+00,-2.498647927065924569e-07
3.685000000000000053e+00,-1.000718981930927894e-06
3.693900000000000183e+00,1.140921053370785691e-06
3.702599999999999891e+00,-1.052322276985998006e-06
3.711599999999999788e+00,-1.198745403990753803e-06
3.720699999999999896e+00,-1.633692700985455402e-06
3.729299999999999837e+00,-4.517823892664918350e-07
3.739799999999999791e+00,-9.567443816166040262e-07
3.748899999999999899e+00,-6.645155228740019793e-07
3.757600000000000051e+00,-2.462076479556579017e-07
3.766399999999999970e+00,-9.848127596793717665e-07
3.775300000000000100e+00,-9.691605029605557427e-07
3.784100000000000019e+00,3.262605850806233644e-07
3.794099999999999806e+00,5.012222887042900275e-07
3.803300000000000125e+00,-8.382967239500653533e-07
3.812300000000000022e+00,-6.439123714493738201e-07
3.821000000000000174e+00,1.351715918174265646e-07
3.829699999999999882e+00,-1.928013759354332141e-06
3.838299999999999823e+00,-7.992702836639433914e-07
3.847199999999999953e+00,-2.104430502281994658e-06
3.855900000000000105e+00,-1.887690418396069554e-06
3.864599999999999813e+00,-7.593431584242810693e-07
3.873200000000000198e+00,2.659176209649427233e-07
3.882200000000000095e+00,4.165255617884699654e-07
3.890800000000000036e+00,-1.192580098936942782e-06
3.899399999999999977e+00,-4.849445038697863461e-07
3.907900000000000151e+00,-7.828055138113672838e-07
3.916500000000000092e+00,-1.135205585087780550e-06
3.925600000000000200e+00,3.385494021806599238e-07
3.934299999999999908e+00,-1.656904778833451133e-06
3.943000000000000060e+00,-1.150690134504720515e-06
3.951600000000000001e+00,-7.570373717602474871e-07
3.960599999999999898e+00,-1.565198936402266341e-06
3.969300000000000050e+00,-1.133208762191999317e-06
3.977899999999999991e+00,-1.199093735913142091e-06
3.986600000000000144e+00,-5.739146466204555520e-07
3.995600000000000041e+00,-4.697945637219583769e-07
4.004199999999999982e+00,-8.204941156090064802e-07
4.012900000000000134e+00,3.005672143379517491e-07
4.021600000000000286e+00,-1.386998099883914037e-06
4.030599999999999739e+00,-9.484646864977956671e-07
4.039299999999999891e+00,-4.998738627101087170e-07
4.049400000000000333e+00,-9.763853956743840691e-07
4.058099999999999596e+00,-9.676038569183999932e-07
4.067499999999999893e+00,-1.022830135477222936e-06
4.076299999999999812e+00,-1.710048433163874164e-06
4.084999999999999964e+00,-1.261998674297840507e-06
4.094500000000000028e+00,-9.602315623827577425e-07
4.105999999999999872e+00,-1.063824138828456650e-06
4.114700000000000024e+00,-1.463808046809960892e-06
4.123300000000000409e+00,-8.071210838274476412e-07
4.132299999999999862e+00,-1.514642693912398100e-06
4.141700000000000159e+00,-1.772169942202111558e-06
4.151099999999999568e+00,-1.846895771077440053e-06
4.159799999999999720e+00,-1.640540956591443004e-06
4.170099999999999696e+00,-2.677474310327262585e-06
4.179499999999999993e+00,-1.299541729643202172e-06
4.188100000000000378e+00,-1.856405846879924035e-06
4.197600000000000442e+00,-2.396919564138914362e-06
4.206699999999999662e+00,-2.092485940853074100e-06
4.215600000000000236e+00,-1.427190057816027629e-06
4.224599999999999689e+00,-1.417463206734176102e-06
4.233200000000000074e+00,-1.518666495332876825e-06
4.242300000000000182e+00,-2.846755509803569010e-06
4.250899999999999679e+00,-1.970125285172654242e-06
4.259400000000000297e+00,-1.732414848992997261e-06
4.268099999999999561e+00,-2.549533127545005034e-06
4.277300000000000324e+00,-1.097984099860175016e-06
4.285999999999999588e+00,-2.127806210289867866e-06
4.294699999999999740e+00,-1.306788304087063823e-06
4.303399999999999892e+00,-9.070600033777242131e-07
4.312199999999999811e+00,-2.737400409890951118e-06
4.320899999999999963e+00,-2.781893911984513208e-06
4.329600000000000115e+00,-1.954973378531722934e-06
4.338199999999999612e+00,-2.423017901850886904e-06
4.347299999999999720e+00,-2.586792973514927610e-06
4.355800000000000338e+00,-1.882754729952938744e-06
4.364499999999999602e+00,-1.737175824090286553e-06
4.373199999999999754e+00,-1.605386951994544273e-06
4.382299999999999862e+00,-1.267565877545234407e-06
4.390900000000000247e+00,-2.378117691964555438e-06
4.401200000000000223e+00,-6.223155369992883733e-07
4.411400000000000432e+00,-1.737187805631750827e-06
4.420099999999999696e+00,-3.147294472688694309e-06
4.430200000000000138e+00,-2.465175028938768487e-06
4.439199999999999591e+00,-1.505370850215560514e-06
4.448100000000000165e+00,-1.826491032086755527e-06
4.457399999999999807e+00,-1.076876626670208396e-06
4.466400000000000148e+00,-2.092675056342618509e-06
4.475399999999999601e+00,-2.730028902198501466e-06
4.483900000000000219e+00,-2.606339807111155305e-06
4.493400000000000283e+00,-2.992809426555784538e-06
4.502299999999999969e+00,-2.895063929616529391e-06
4.511000000000000121e+00,-2.524198999212892182e-06
4.519599999999999618e+00,-2.123622833633497225e-06
4.528200000000000003e+00,-2.378725702584108884e-06
4.537300000000000111e+00,-4.007356556224857085e-06
4.546100000000000030e+00,-2.495358802361664560e-06
4.554700000000000415e+00,-3.205975097043684951e-06
4.563299999999999912e+00,-3.739581264569679167e-06
4.572300000000000253e+00,-3.414935443111512779e-06
4.580899999999999750e+00,-3.508458481078237899e-06
4.589599999999999902e+00,-2.312383564058201509e-06
4.598399999999999821e+00,-1.550986703267170919e-06
4.607300000000000395e+00,-3.189853968159545895e-06
4.616100000000000314e+00,-3.226727580852553536e-06
4.624699999999999811e+00,-2.682147144659140746e-06
4.633399999999999963e+00,-3.242060962927936774e-06
4.642299999999999649e+00,-2.331311355523234090e-06
4.651600000000000179e+00,-2.218749679118979263e-06
4.660700000000000287e+00,-2.987616049008278134e-06
4.669900000000000162e+00,-2.264153621688372309e-06
4.680399999999999672e+00,-3.135365892724406318e-06
4.689700000000000202e+00,-4.080254600236728115e-06
4.699200000000000266e+00,-2.320739747805971274e-06
4.709600000000000009e+00,-2.645072178256331619e-06
4.718300000000000161e+00,-3.501694272215177123e-06
4.728900000000000325e+00,-2.894956643898947361e-06
4.737899999999999778e+00,-3.998490984437146328e-06
4.748000000000000220e+00,-3.111631213007295949e-06
4.756700000000000372e+00,-2.755026874634255475e-06
4.766399999999999970e+00,-3.320842151432806463e-06
4.775100000000000122e+00,-2.709623243800417334e-06
4.784299999999999997e+00,-4.369966023247016593e-06
4.793199999999999683e+00,-3.552109395352405236e-06
4.802299999999999791e+00,-3.144926774133411165e-06
4.810999999999999943e+00,-4.231322707881732433e-06
4.819700000000000095e+00,-3.236582106228339493e-06
4.828400000000000247e+00,-2.688991929382584297e-06
4.837299999999999933e+00,-3.748500943875823083e-06
4.846000000000000085e+00,-4.270954158297035185e-06
4.854700000000000237e+00,-3.263762414351851788e-06
4.863400000000000389e+00,-3.403135919859156568e-06
4.872300000000000075e+00,-3.669170646352769728e-06
4.881000000000000227e+00,-2.812842413726273152e-06
4.889599999999999724e+00,-3.559182271615536630e-06
4.898200000000000109e+00,-4.782283106001203061e-06
4.907300000000000217e+00,-4.086132733401406144e-06
4.915899999999999714e+00,-3.786611790860411070e-06
4.924500000000000099e+00,-3.776411875027938479e-06
4.933200000000000252e+00,-3.999838666973081283e-06
4.942300000000000360e+00,-3.830831018504033195e-06
4.951299999999999812e+00,-3.858166546007158436e-06
4.959999999999999964e+00,-3.212727449706479377e-06
4.969000000000000306e+00,-4.502588675461978961e-06
4.977800000000000225e+00,-3.433003064550843413e-06
4.986399999999999721e+00,-2.643947290035131986e-06
4.995099999999999874e+00,-2.695678321842855281e-06
5.003999999999999559e+00,-4.076737257136572434e-06
5.012599999999999945e+00,-4.482605386545244347e-06
5.021300000000000097e+00,-4.103868440335904123e-06
5.029899999999999594e+00,-3.944785627657521575e-06
5.039900000000000269e+00,-3.770973861020904695e-06
5.049000000000000377e+00,-4.003979054640672587e-06
5.057699999999999640e+00,-4.826309919134501997e-06
5.066399999999999793e+00,-5.327759008430879312e-06
5.075000000000000178e+00,-4.261730317590126972e-06
5.083999999999999631e+00,-5.013274343573900955e-06
5.092800000000000438e+00,-4.867914660015349761e-06
5.101499999999999702e+00,-4.655443205763920653e-06
5.110100000000000087e+00,-5.137384049225040758e-06
5.118999999999999773e+00,-4.690250623459008786e-06
5.128300000000000303e+00,-3.573928088826318784e-06
5.138200000000000323e+00,-4.274786538761604811e-06
5.147800000000000153e+00,-3.977893344526885894e-06
5.156500000000000306e+00,-5.169142901441945229e-06
