# Temperature (K), \delta v/v
1.896379999999999910e+01,-3.223529704747108262e-04
1.897299999999999898e+01,-3.225265944795564646e-04
1.898219999999999885e+01,-3.199701728919605555e-04
1.899139999999999873e+01,-3.181450778353128858e-04
1.900339999999999918e+01,-3.191146703733317236e-04
1.901249999999999929e+01,-3.196817990140596050e-04
1.902169999999999916e+01,-3.196794314120831541e-04
1.903069999999999951e+01,-3.174960244477850616e-04
1.904260000000000019e+01,-3.167287136464289597e-04
1.905170000000000030e+01,-3.197762801070136158e-04
1.906080000000000041e+01,-3.182624967676764565e-04
1.906990000000000052e+01,-3.153442691608917170e-04
1.908220000000000027e+01,-3.152467082241289026e-04
1.909090000000000131e+01,-3.137734434653448963e-04
1.909990000000000165e+01,-3.135027779122552907e-04
1.910790000000000077e+01,-3.152181090813717867e-04
1.911820000000000164e+01,-3.128143622378424952e-04
1.912699999999999889e+01,-3.122547976574129220e-04
1.913599999999999923e+01,-3.114807095065917630e-04
1.914519999999999911e+01,-3.126593039118730601e-04
1.915820000000000078e+01,-3.122602064003418272e-04
1.916819999999999879e+01,-3.091807387226097668e-04
1.917780000000000129e+01,-3.101412369558283828e-04
1.918759999999999977e+01,-3.092479259028334238e-04
1.920090000000000074e+01,-3.075232994567407931e-04
1.921069999999999922e+01,-3.097115097385646750e-04
1.922060000000000102e+01,-3.105568234704890896e-04
1.923059999999999903e+01,-3.074323000039067607e-04
1.924380000000000024e+01,-3.073524711653764568e-04
1.925349999999999895e+01,-3.060118625608062226e-04
1.926320000000000121e+01,-3.079096470522690605e-04
1.927329999999999899e+01,-3.078354100805887994e-04
1.928659999999999997e+01,-3.050165762022450104e-04
1.929639999999999844e+01,-3.061229821698361643e-04
1.930600000000000094e+01,-3.035841273998190733e-04
1.931559999999999988e+01,-3.039528781960158734e-04
1.932860000000000156e+01,-3.039826004997984912e-04
1.933820000000000050e+01,-3.009110614391154116e-04
1.934809999999999874e+01,-3.006162791669449012e-04
1.935790000000000077e+01,-3.019234992281994725e-04
1.937089999999999890e+01,-3.007342652912320543e-04
1.938070000000000093e+01,-2.995891281804071598e-04
1.939020000000000010e+01,-2.975713282839270615e-04
1.940319999999999823e+01,-2.963563745395733531e-04
1.941300000000000026e+01,-3.019843091025966415e-04
1.942259999999999920e+01,-2.980504127338424450e-04
1.943250000000000099e+01,-2.987444037377933988e-04
1.944539999999999935e+01,-2.980065934500824437e-04
1.945530000000000115e+01,-2.946527987206087060e-04
1.946509999999999962e+01,-2.971039145118288451e-04
1.947469999999999857e+01,-2.988070987350023794e-04
1.948740000000000094e+01,-2.939087865638817412e-04
1.949719999999999942e+01,-2.929538651071521326e-04
1.950710000000000122e+01,-2.957188392994061148e-04
1.951980000000000004e+01,-2.925760621530163613e-04
1.952949999999999875e+01,-2.905990981220340445e-04
1.953930000000000078e+01,-2.941803346299163928e-04
1.955219999999999914e+01,-2.903491777991380643e-04
1.956169999999999831e+01,-2.918637904899649429e-04
1.957100000000000151e+01,-2.914686841782076544e-04
1.957979999999999876e+01,-2.893808808991188376e-04
1.959100000000000108e+01,-2.902382537031141896e-04
1.959870000000000090e+01,-2.891231493487921391e-04
1.960620000000000118e+01,-2.879194439991111646e-04
1.961360000000000170e+01,-2.868801167619220620e-04
1.962239999999999895e+01,-2.890229576981419258e-04
1.962849999999999895e+01,-2.869667530972558247e-04
1.963419999999999987e+01,-2.851031981453041849e-04
1.963939999999999841e+01,-2.861760133035263771e-04
1.964600000000000080e+01,-2.876180044373192828e-04
1.965070000000000050e+01,-2.889349446013545148e-04
1.965540000000000020e+01,-2.877447315659006737e-04
1.965960000000000107e+01,-2.835658145992111644e-04
1.966499999999999915e+01,-2.852139100183393654e-04
1.966910000000000025e+01,-2.864240873697600481e-04
1.967269999999999897e+01,-2.865438347097286342e-04
1.967660000000000053e+01,-2.863865162225780496e-04
1.968179999999999907e+01,-2.832127826603604830e-04
1.968570000000000064e+01,-2.814486484539916269e-04
1.968959999999999866e+01,-2.860444521600155935e-04
1.969300000000000139e+01,-2.843427833437314972e-04
1.969760000000000133e+01,-2.821928947074918079e-04
1.970139999999999958e+01,-2.834364928824836078e-04
1.970479999999999876e+01,-2.833331606211872281e-04
1.970789999999999864e+01,-2.823564432883372897e-04
1.971180000000000021e+01,-2.809227123300256043e-04
1.971480000000000032e+01,-2.825083629734860113e-04
1.971760000000000090e+01,-2.837454837993507481e-04
1.972040000000000148e+01,-2.824688472336673575e-04
1.972390000000000043e+01,-2.814511264349109886e-04
1.972640000000000171e+01,-2.797036887814424331e-04
1.972860000000000014e+01,-2.830030123858345869e-04
1.973069999999999879e+01,-2.819943646432256459e-04
1.973339999999999961e+01,-2.802147293148901479e-04
1.973560000000000159e+01,-2.818705343617693344e-04
1.973730000000000118e+01,-2.793548899742458245e-04
1.973930000000000007e+01,-2.806602052215591606e-04
1.974200000000000088e+01,-2.816738333658689599e-04
1.974370000000000047e+01,-2.748005837722393278e-04
1.974540000000000006e+01,-2.806096399194687833e-04
1.974739999999999895e+01,-2.799035954494511597e-04
1.974990000000000023e+01,-2.786427006245560992e-04
1.975140000000000029e+01,-2.813276625407528904e-04
1.975280000000000058e+01,-2.784661980790566834e-04
1.975459999999999994e+01,-2.798088398933921278e-04
1.975679999999999836e+01,-2.761223253341057483e-04
1.975850000000000151e+01,-2.763669044958599408e-04
1.975979999999999848e+01,-2.769064623080425371e-04
1.976139999999999830e+01,-2.773228609874200164e-04
1.976310000000000144e+01,-2.780538153293242399e-04
1.976460000000000150e+01,-2.805799120773895647e-04
1.976620000000000132e+01,-2.747824544600426227e-04
1.976780000000000115e+01,-2.776636123419060640e-04
1.976899999999999835e+01,-2.783033246726163016e-04
1.977019999999999911e+01,-2.746241267411088783e-04
1.977179999999999893e+01,-2.785859674025912246e-04
1.977299999999999969e+01,-2.753595938780433990e-04
1.977420000000000044e+01,-2.773725168209659198e-04
1.977530000000000143e+01,-2.779842569689144091e-04
1.977649999999999864e+01,-2.761736821150207171e-04
1.977769999999999939e+01,-2.739172420419452294e-04
1.977860000000000085e+01,-2.764602155762602045e-04
1.977929999999999922e+01,-2.748414462155065541e-04
1.978000000000000114e+01,-2.760398065433679587e-04
1.978099999999999881e+01,-2.761599178314986798e-04
1.978229999999999933e+01,-2.743514885973296312e-04
1.978330000000000055e+01,-2.791838248651504271e-04
1.978419999999999845e+01,-2.772012035537027878e-04
1.978519999999999968e+01,-2.749436440343918297e-04
1.978630000000000067e+01,-2.754475777570219194e-04
1.978699999999999903e+01,-2.736014443472116931e-04
1.978760000000000119e+01,-2.744681280315845089e-04
1.978869999999999862e+01,-2.763724512964802643e-04
1.978930000000000078e+01,-2.789707625819514911e-04
1.979009999999999891e+01,-2.758160130005357777e-04
1.979080000000000084e+01,-2.776431112970849900e-04
1.979179999999999851e+01,-2.755676935398184021e-04
1.979250000000000043e+01,-2.744347532211118879e-04
1.979319999999999879e+01,-2.757298131858945461e-04
1.979390000000000072e+01,-2.736319591168248438e-04
1.979469999999999885e+01,-2.734368688562007475e-04
1.979530000000000101e+01,-2.733379437837661608e-04
1.979609999999999914e+01,-2.746903922640055260e-04
1.979660000000000153e+01,-2.747376094660739583e-04
1.979710000000000036e+01,-2.725924034307710439e-04
1.979749999999999943e+01,-2.751463824942754948e-04
1.979789999999999850e+01,-2.700372467679542591e-04
1.979870000000000019e+01,-2.755912620191981115e-04
1.979980000000000118e+01,-2.748676922896612349e-04
1.980039999999999978e+01,-2.738743226998075365e-04
1.980069999999999908e+01,-2.764300504140581628e-04
1.980110000000000170e+01,-2.721643270399986300e-04
1.980160000000000053e+01,-2.736446260861030710e-04
1.980209999999999937e+01,-2.731068847903092805e-04
1.980260000000000176e+01,-2.719329817374287759e-04
1.980320000000000036e+01,-2.748176802716163357e-04
1.980399999999999849e+01,-2.757132804953918003e-04
1.980440000000000111e+01,-2.731718422714577701e-04
1.980470000000000041e+01,-2.735156933261286049e-04
1.980519999999999925e+01,-2.743831260429133623e-04
1.980559999999999832e+01,-2.710037480093639424e-04
1.980590000000000117e+01,-2.738825588269974578e-04
1.980649999999999977e+01,-2.740607101197471999e-04
1.980679999999999907e+01,-2.757081511227843138e-04
1.980720000000000169e+01,-2.721623186368128991e-04
1.980740000000000123e+01,-2.727661627544848266e-04
1.980780000000000030e+01,-2.754204988909845294e-04
1.980839999999999890e+01,-2.735553474905170254e-04
1.980880000000000152e+01,-2.721939835359360178e-04
1.980910000000000082e+01,-2.734071311868084119e-04
1.980940000000000012e+01,-2.745808183545709203e-04
1.980969999999999942e+01,-2.701936693971946366e-04
1.981019999999999825e+01,-2.707163883273209842e-04
1.981050000000000111e+01,-2.721854936999601828e-04
1.981090000000000018e+01,-2.756495977227866744e-04
1.981109999999999971e+01,-2.731212689648074873e-04
1.981119999999999948e+01,-2.732540994896659730e-04
1.981159999999999854e+01,-2.743584193096941081e-04
1.981230000000000047e+01,-2.744594804200978645e-04
1.981259999999999977e+01,-2.738956455809922214e-04
1.981279999999999930e+01,-2.729367919665251735e-04
1.981309999999999860e+01,-2.716869097110167900e-04
1.981340000000000146e+01,-2.727802098743649308e-04
1.981390000000000029e+01,-2.696334861397895280e-04
1.981419999999999959e+01,-2.745383927159973148e-04
1.981449999999999889e+01,-2.750279162114320345e-04
1.981459999999999866e+01,-2.744932738321130203e-04
1.981490000000000151e+01,-2.762379169286369998e-04
1.981520000000000081e+01,-2.738677722692065496e-04
1.981569999999999965e+01,-2.758868571294380441e-04
1.981589999999999918e+01,-2.750351055906677454e-04
1.981619999999999848e+01,-2.749484643497228007e-04
1.981650000000000134e+01,-2.725642125589109442e-04
1.981670000000000087e+01,-2.732850898314474666e-04
1.981680000000000064e+01,-2.755985634004573092e-04
1.981700000000000017e+01,-2.729238975052613019e-04
1.981729999999999947e+01,-2.744288848113033362e-04
1.981759999999999877e+01,-2.714934711337575334e-04
1.981779999999999831e+01,-2.717526162728920889e-04
1.981790000000000163e+01,-2.725668380547790213e-04
1.981810000000000116e+01,-2.729813494715002350e-04
1.981820000000000093e+01,-2.728156675026112182e-04
1.981850000000000023e+01,-2.745901929153112876e-04
1.981869999999999976e+01,-2.703416448712896202e-04
1.981879999999999953e+01,-2.761048668052326236e-04
1.981889999999999930e+01,-2.747125710091466856e-04
1.981899999999999906e+01,-2.711003208103775881e-04
1.981940000000000168e+01,-2.719684018427698160e-04
1.981960000000000122e+01,-2.734943307817593993e-04
1.981990000000000052e+01,-2.708960785286129366e-04
1.982010000000000005e+01,-2.759723839550905201e-04
1.982029999999999959e+01,-2.770167259641988493e-04
1.982049999999999912e+01,-2.723274255661140291e-04
1.982069999999999865e+01,-2.731583929955847673e-04
1.982079999999999842e+01,-2.754199502774662542e-04
1.982110000000000127e+01,-2.737977646596311270e-04
1.982130000000000081e+01,-2.721691152721378661e-04
1.982160000000000011e+01,-2.745512722933485077e-04
1.982179999999999964e+01,-2.719891671105447903e-04
1.982199999999999918e+01,-2.699187711061474810e-04
1.982209999999999894e+01,-2.709235730142059168e-04
1.982229999999999848e+01,-2.716817128399450746e-04
1.982250000000000156e+01,-2.697863462102765880e-04
1.982260000000000133e+01,-2.719445520555117480e-04
1.982280000000000086e+01,-2.740688548745813134e-04
1.982290000000000063e+01,-2.730486357605794003e-04
1.982310000000000016e+01,-2.733831132547740296e-04
1.982319999999999993e+01,-2.760093858036585714e-04
1.982329999999999970e+01,-2.754390949919642085e-04
1.982339999999999947e+01,-2.729267047666988802e-04
1.982349999999999923e+01,-2.717342602528599908e-04
1.982359999999999900e+01,-2.722669533409859729e-04
1.982369999999999877e+01,-2.748232020790179557e-04
1.982400000000000162e+01,-2.742284302484099831e-04
1.982410000000000139e+01,-2.728909988819029978e-04
1.982420000000000115e+01,-2.727109866044530383e-04
1.982450000000000045e+01,-2.722734238445052423e-04
1.982489999999999952e+01,-2.751138422055872867e-04
1.982499999999999929e+01,-2.739322914432103912e-04
1.982509999999999906e+01,-2.726619793148436798e-04
1.982519999999999882e+01,-2.720246370567194392e-04
1.982560000000000144e+01,-2.725148628342686195e-04
1.982570000000000121e+01,-2.723233212665658013e-04
1.982580000000000098e+01,-2.732179282012803462e-04
1.982600000000000051e+01,-2.723525519992023801e-04
1.982629999999999981e+01,-2.714747605042651499e-04
1.982639999999999958e+01,-2.708219708596874310e-04
1.982659999999999911e+01,-2.731238316279514604e-04
1.982679999999999865e+01,-2.747737897050441620e-04
1.982700000000000173e+01,-2.724347089282730199e-04
1.982710000000000150e+01,-2.719051332512857850e-04
1.982740000000000080e+01,-2.732609888082203581e-04
1.982760000000000034e+01,-2.723420925354088761e-04
1.982770000000000010e+01,-2.726739041041391799e-04
1.982779999999999987e+01,-2.722279217327097916e-04
1.982789999999999964e+01,-2.723979535828715886e-04
1.982799999999999940e+01,-2.734274972784723296e-04
1.982809999999999917e+01,-2.721644719646417712e-04
1.982829999999999870e+01,-2.722701419476987331e-04
1.982839999999999847e+01,-2.726981922822350394e-04
1.982849999999999824e+01,-2.740089718101233773e-04
1.982870000000000132e+01,-2.723490445725300379e-04
1.982890000000000086e+01,-2.749895273298731875e-04
1.982900000000000063e+01,-2.716347201004860575e-04
1.982910000000000039e+01,-2.706894693299660682e-04
1.982920000000000016e+01,-2.735427810316408827e-04
1.982929999999999993e+01,-2.718677564999218599e-04
1.982939999999999969e+01,-2.712913594119107708e-04
1.982949999999999946e+01,-2.743791631337926581e-04
1.982959999999999923e+01,-2.715680536657093811e-04
1.982969999999999899e+01,-2.731801581739242454e-04
1.982999999999999829e+01,-2.718663074978481500e-04
1.983010000000000161e+01,-2.729978234720914347e-04
1.983020000000000138e+01,-2.749188635429848128e-04
1.983040000000000092e+01,-2.738249293717042007e-04
1.983050000000000068e+01,-2.725485738120208006e-04
1.983060000000000045e+01,-2.761802483926558923e-04
1.983070000000000022e+01,-2.702257658915108249e-04
1.983079999999999998e+01,-2.730565011445907600e-04
1.983089999999999975e+01,-2.720487946240368127e-04
1.983099999999999952e+01,-2.728492440721641478e-04
1.983109999999999928e+01,-2.717919641943611938e-04
1.983129999999999882e+01,-2.745047988624077701e-04
1.983160000000000167e+01,-2.709350457195020033e-04
1.983170000000000144e+01,-2.746931270239022006e-04
1.983180000000000121e+01,-2.722337035740795110e-04
1.983200000000000074e+01,-2.698684434119911916e-04
1.983210000000000051e+01,-2.700393872219275038e-04
1.983220000000000027e+01,-2.730756241341611391e-04
1.983230000000000004e+01,-2.714648960984821077e-04
1.983239999999999981e+01,-2.749888036760932217e-04
1.983249999999999957e+01,-2.711268179209747162e-04
1.983259999999999934e+01,-2.723033441441906821e-04
1.983269999999999911e+01,-2.721942562866300642e-04
1.983279999999999887e+01,-2.727696652960754091e-04
1.983289999999999864e+01,-2.739645418588151633e-04
1.983320000000000149e+01,-2.733730548142043228e-04
1.983330000000000126e+01,-2.741233417353622619e-04
1.983340000000000103e+01,-2.729637306253833093e-04
1.983350000000000080e+01,-2.722651644740999174e-04
1.983360000000000056e+01,-2.721855174355473006e-04
1.983370000000000033e+01,-2.710923757904573042e-04
1.983380000000000010e+01,-2.725188688029414499e-04
1.983389999999999986e+01,-2.719699562338450337e-04
1.983399999999999963e+01,-2.703837742341148247e-04
1.983409999999999940e+01,-2.728000449235701438e-04
1.983419999999999916e+01,-2.735393787650759420e-04
