# B (T), Viscosity (1e-5 Pa*s)
7.453839961358879052e-01,-2.528449572336305060e-02
7.472242795041055263e-01,-2.528449572336305060e-02
7.490645628723233695e-01,-2.528449572336305060e-02
7.509048462405409907e-01,-2.528449572336305060e-02
7.527451296087586119e-01,-2.223956927155584795e-02
7.545854129769762331e-01,-1.065867828110847980e-03
7.564256963451940763e-01,1.761568158757729000e-02
7.582659797134116975e-01,3.344934888686258018e-02
7.601062630816293186e-01,4.708762187676226313e-02
7.619465464498469398e-01,5.851902039515431003e-02
7.637868298180647830e-01,6.256636575142043855e-02
7.656271131862824042e-01,5.480887463053147474e-02
7.674673965545000254e-01,3.650836256315014711e-02
7.693076799227176465e-01,1.592067949429979562e-02
7.711479632909354898e-01,-3.279413955505234950e-03
7.729882466591531109e-01,-3.279413955505234950e-03
7.748285300273707321e-01,-3.279413955505234950e-03
7.766688133955883533e-01,-3.279413955505234950e-03
7.785090967638061965e-01,-3.279413955505234950e-03
7.803493801320238177e-01,-3.279413955505234950e-03
7.821896635002414389e-01,-3.279413955505234950e-03
7.840299468684590600e-01,-3.279413955505234950e-03
7.858702302366769032e-01,-3.279413955505234950e-03
7.877105136048945244e-01,-3.279413955505234950e-03
7.895507969731121456e-01,-3.279413955505234950e-03
7.913910803413297668e-01,-3.279413955505234950e-03
7.932313637095476100e-01,-3.279413955505234950e-03
7.950716470777652312e-01,1.804607381000364677e-02
7.969119304459828523e-01,5.543247851619404615e-02
7.987522138142004735e-01,8.306618217932892900e-02
8.005924971824183167e-01,9.608385351092928184e-02
8.024327805506359379e-01,8.938771322990993196e-02
8.042730639188535591e-01,7.712483361170888174e-02
8.061133472870711802e-01,6.390444083738942849e-02
8.079536306552890235e-01,4.877043871936254105e-02
8.097939140235066446e-01,3.467192910436638770e-02
8.116341973917242658e-01,1.061511171660789801e-02
8.134744807599421090e-01,-1.390281286471295452e-02
8.153147641281597302e-01,-1.390281286471295452e-02
8.171550474963773514e-01,-1.390281286471295452e-02
8.189953308645949726e-01,-1.390281286471295452e-02
8.208356142328128158e-01,-1.390281286471295452e-02
8.226758976010304369e-01,-1.390281286471295452e-02
8.245161809692480581e-01,-1.390281286471295452e-02
8.263564643374656793e-01,-1.390281286471295452e-02
8.281967477056835225e-01,-8.313607458860802421e-03
8.300370310739011437e-01,1.925923573413467968e-02
8.318773144421187649e-01,5.018007118238405895e-02
8.337175978103363860e-01,7.428126078577342029e-02
8.355578811785542293e-01,9.501115954365875471e-02
8.373981645467718504e-01,1.213656535209469839e-01
8.392384479149894716e-01,1.359504928787414746e-01
8.410787312832070928e-01,1.356671677929907338e-01
8.429190146514249360e-01,1.255743824134784026e-01
8.447592980196425572e-01,1.071869031391078503e-01
8.465995813878601783e-01,8.218342681045105735e-02
8.484398647560777995e-01,5.020821066762644336e-02
8.502801481242956427e-01,1.615625788704366794e-02
8.521204314925132639e-01,-1.283109618161572783e-02
8.539607148607308851e-01,-1.283109618161572783e-02
8.558009982289485063e-01,-1.283109618161572783e-02
8.576412815971663495e-01,-1.283109618161572783e-02
8.594815649653839706e-01,-1.283109618161572783e-02
8.613218483336015918e-01,-1.283109618161572783e-02
8.631621317018192130e-01,-1.283109618161572783e-02
8.650024150700370562e-01,-1.283109618161572783e-02
8.668426984382546774e-01,-1.283109618161572783e-02
8.686829818064722986e-01,-1.283109618161572783e-02
8.705232651746899197e-01,-1.283109618161572783e-02
8.723635485429077630e-01,-1.283109618161572783e-02
8.742038319111253841e-01,-1.283109618161572783e-02
8.760441152793430053e-01,-1.283109618161572783e-02
8.778843986475608485e-01,-1.283109618161572783e-02
8.797246820157784697e-01,-1.283109618161572783e-02
8.815649653839960909e-01,-1.283109618161572783e-02
8.834052487522137120e-01,-1.283109618161572783e-02
8.852455321204315553e-01,-1.283109618161572783e-02
8.870858154886491764e-01,-1.283109618161572783e-02
8.889260988568667976e-01,-1.283109618161572783e-02
8.907663822250844188e-01,8.101433907613508553e-03
8.926066655933022620e-01,2.688183483509596142e-02
8.944469489615198832e-01,3.571173087868009105e-02
8.962872323297375043e-01,3.870542542337431641e-02
8.981275156979551255e-01,4.504872408010980600e-02
8.999677990661729687e-01,5.588351163214354267e-02
9.018080824343905899e-01,6.459723853173877928e-02
9.036483658026082111e-01,6.902755734861541759e-02
9.054886491708258323e-01,7.045295987015387507e-02
