# B (T), A/A(0)
9.533360167444855371e-01,1.013440364735929355e+00
9.551763001127031583e-01,1.013289639539017406e+00
9.570165834809210015e-01,1.013493586329681895e+00
9.588568668491386227e-01,1.013852744906544645e+00
9.606971502173562438e-01,1.014405037724620096e+00
9.625374335855738650e-01,1.015093690820666472e+00
9.643777169537917082e-01,1.015795250530995952e+00
9.662180003220093294e-01,1.016547187639841310e+00
9.680582836902269506e-01,1.016697319424727297e+00
9.698985670584445717e-01,1.016100770261301633e+00
9.717388504266624150e-01,1.015939690328814260e+00
9.735791337948800361e-01,1.016572114827508644e+00
9.754194171630976573e-01,1.016868646583506841e+00
9.772597005313152785e-01,1.016888430984343339e+00
9.790999838995331217e-01,1.017116126213579053e+00
9.809402672677507429e-01,1.017176900127846784e+00
9.827805506359683640e-01,1.017433997414358027e+00
9.846208340041859852e-01,1.017934985362437761e+00
9.864611173724038284e-01,1.018773340206074796e+00
9.883014007406214496e-01,1.020253162746112441e+00
9.901416841088390708e-01,1.022118340402414116e+00
9.919819674770566920e-01,1.023634145332732226e+00
9.938222508452745352e-01,1.025025997927683452e+00
9.956625342134921564e-01,1.026784591606984431e+00
9.975028175817097775e-01,1.028054956350959559e+00
9.993431009499273987e-01,1.028448263930282325e+00
1.001183384318145242e+00,1.028899356575489810e+00
1.003023667686362863e+00,1.029418139128603693e+00
1.004863951054580484e+00,1.029779248702617389e+00
1.006704234422798105e+00,1.029782806838341447e+00
1.008544517791015949e+00,1.029359860224282830e+00
1.010384801159233570e+00,1.028505888819314817e+00
1.012225084527451191e+00,1.027277171108294640e+00
1.014065367895669034e+00,1.025771873309857085e+00
1.015905651263886655e+00,1.024299127576721702e+00
1.017745934632104277e+00,1.023472130687121506e+00
1.019586218000321898e+00,1.023189971735967818e+00
1.021426501368539741e+00,1.022702080448707251e+00
1.023266784736757362e+00,1.021922770174381601e+00
1.025107068104974983e+00,1.021149375136139570e+00
1.026947351473192604e+00,1.020571993467221050e+00
1.028787634841410448e+00,1.019831659185913120e+00
1.030627918209628069e+00,1.019604735069304713e+00
1.032468201577845690e+00,1.020046653436885942e+00
1.034308484946063311e+00,1.020669551233006622e+00
1.036148768314281154e+00,1.021250069246228742e+00
1.037989051682498776e+00,1.021590099923184614e+00
1.039829335050716397e+00,1.021662418941546635e+00
1.041669618418934018e+00,1.021483514634705214e+00
1.043509901787151861e+00,1.021098975048662982e+00
1.045350185155369482e+00,1.020127289889292799e+00
1.047190468523587104e+00,1.019641203663453677e+00
1.049030751891804725e+00,1.019694239872725117e+00
1.050871035260022568e+00,1.019940505804162401e+00
1.052711318628240189e+00,1.019651597498002271e+00
1.054551601996457810e+00,1.019476445483549432e+00
1.056391885364675431e+00,1.019610854230988739e+00
1.058232168732893275e+00,1.019702002514001338e+00
1.060072452101110896e+00,1.020026976310989264e+00
1.061912735469328517e+00,1.020499653956000063e+00
1.063753018837546138e+00,1.021183603361217829e+00
1.065593302205763981e+00,1.021782652474299891e+00
1.067433585573981603e+00,1.022380744092574290e+00
1.069273868942199224e+00,1.022752769132914796e+00
1.071114152310417067e+00,1.023451005907127120e+00
1.072954435678634688e+00,1.024201929477386308e+00
1.074794719046852309e+00,1.024543859225792719e+00
1.076635002415069930e+00,1.024489080504548344e+00
1.078475285783287774e+00,1.024532579372689156e+00
1.080315569151505395e+00,1.024751928918182786e+00
1.082155852519723016e+00,1.024887283667140325e+00
1.083996135887940859e+00,1.024854429478025741e+00
1.085836419256158480e+00,1.024249854607972132e+00
1.087676702624376102e+00,1.023509880524625659e+00
1.089516985992593723e+00,1.022664358785585037e+00
1.091357269360811566e+00,1.021926072742006308e+00
1.093197552729029187e+00,1.021193107404241740e+00
1.095037836097246808e+00,1.020346370856213492e+00
1.096878119465464430e+00,1.019507536578268203e+00
1.098718402833682273e+00,1.018363718452301336e+00
1.100558686201899894e+00,1.017085707647903181e+00
1.102398969570117515e+00,1.016050528629870220e+00
1.104239252938335136e+00,1.015879960094408174e+00
1.106079536306552979e+00,1.015772782313056233e+00
1.107919819674770601e+00,1.015270414514270803e+00
1.109760103042988222e+00,1.014819655348677241e+00
1.111600386411205843e+00,1.014476123112242556e+00
1.113440669779423686e+00,1.014304436429833034e+00
1.115280953147641307e+00,1.014519033797049774e+00
1.117121236515858929e+00,1.014847504267268885e+00
