# B (T), A/A(0)
8.742038319111253841e-01,1.012438538119809328e+00
8.760441152793430053e-01,1.012697630909365376e+00
8.778843986475608485e-01,1.012748927606344385e+00
8.797246820157784697e-01,1.012493214515324924e+00
8.815649653839960909e-01,1.011970610343561949e+00
8.834052487522137120e-01,1.011079662131723955e+00
8.852455321204315553e-01,1.010091805357467232e+00
8.870858154886491764e-01,1.009293135250499907e+00
8.889260988568667976e-01,1.008307508893095727e+00
8.907663822250844188e-01,1.007600305228751214e+00
8.926066655933022620e-01,1.007252720170496385e+00
8.944469489615198832e-01,1.007333521454792491e+00
8.962872323297375043e-01,1.007798226209275727e+00
8.981275156979551255e-01,1.008492091224258314e+00
8.999677990661729687e-01,1.009892528540974332e+00
9.018080824343905899e-01,1.011553468231860098e+00
9.036483658026082111e-01,1.013406295722123485e+00
9.054886491708258323e-01,1.015276037628943584e+00
9.073289325390436755e-01,1.016825455933275002e+00
9.091692159072612966e-01,1.018463967380043522e+00
9.110094992754789178e-01,1.020033055674463673e+00
9.128497826436965390e-01,1.021203563040288476e+00
9.146900660119143822e-01,1.021720179128053241e+00
9.165303493801320034e-01,1.022052837730625496e+00
9.183706327483496246e-01,1.022020488304814290e+00
9.202109161165672457e-01,1.021416488404672140e+00
9.220511994847850890e-01,1.020991679188737233e+00
9.238914828530027101e-01,1.020589561277856605e+00
9.257317662212203313e-01,1.019862793474513696e+00
9.275720495894379525e-01,1.019207973294426806e+00
9.294123329576557957e-01,1.018567566044150441e+00
9.312526163258734169e-01,1.017685334997744384e+00
9.330928996940910380e-01,1.017054494671048026e+00
9.349331830623086592e-01,1.016849517883149812e+00
9.367734664305265024e-01,1.016535256908616347e+00
9.386137497987441236e-01,1.016224175723128953e+00
9.404540331669617448e-01,1.016558814061012672e+00
9.422943165351793660e-01,1.016764466426553382e+00
9.441345999033972092e-01,1.016995710029835687e+00
9.459748832716148303e-01,1.017428368452515386e+00
9.478151666398324515e-01,1.017299501820137175e+00
9.496554500080502947e-01,1.017005526168555329e+00
9.514957333762679159e-01,1.016818479093803740e+00
9.533360167444855371e-01,1.016456221623430078e+00
9.551763001127031583e-01,1.016415208562176264e+00
9.570165834809210015e-01,1.016915549399753038e+00
9.588568668491386227e-01,1.017076837479591545e+00
9.606971502173562438e-01,1.016914512038760154e+00
9.625374335855738650e-01,1.016769233082563728e+00
9.643777169537917082e-01,1.016508229478706893e+00
9.662180003220093294e-01,1.016213206036843397e+00
9.680582836902269506e-01,1.016451872702160530e+00
9.698985670584445717e-01,1.016778720855707085e+00
9.717388504266624150e-01,1.017135771758559182e+00
9.735791337948800361e-01,1.017703939245147682e+00
9.754194171630976573e-01,1.017536627629531232e+00
9.772597005313152785e-01,1.016808354296138139e+00
9.790999838995331217e-01,1.016091842642585563e+00
9.809402672677507429e-01,1.014863084951321159e+00
9.827805506359683640e-01,1.013021927083072926e+00
9.846208340041859852e-01,1.011019523789010721e+00
9.864611173724038284e-01,1.008903433085335477e+00
9.883014007406214496e-01,1.006942407590587063e+00
9.901416841088390708e-01,1.005512041224362330e+00
9.919819674770566920e-01,1.003932356780232515e+00
9.938222508452745352e-01,1.001881234671208931e+00
9.956625342134921564e-01,9.997808497745213074e-01
9.975028175817097775e-01,9.976159438542631097e-01
9.993431009499273987e-01,9.952753182877280835e-01
1.001183384318145242e+00,9.938650319708151049e-01
1.003023667686362863e+00,9.937651076240908710e-01
1.004863951054580484e+00,9.943555935070864660e-01
1.006704234422798105e+00,9.950798755529502992e-01
1.008544517791015949e+00,9.956536563572103704e-01
1.010384801159233570e+00,9.963970507349929617e-01
1.012225084527451191e+00,9.974516390639543983e-01
1.014065367895669034e+00,9.989162880079602846e-01
1.015905651263886655e+00,1.000708792361754140e+00
1.017745934632104277e+00,1.003131255639308161e+00
1.019586218000321898e+00,1.006302476212144636e+00
1.021426501368539741e+00,1.009521484008718994e+00
1.023266784736757362e+00,1.012646118062943357e+00
1.025107068104974983e+00,1.015775013401641003e+00
1.026947351473192604e+00,1.018835760366604060e+00
1.028787634841410448e+00,1.021194507142432872e+00
1.030627918209628069e+00,1.022857704992445438e+00
1.032468201577845690e+00,1.024392487888476033e+00
1.034308484946063311e+00,1.025986549696955352e+00
1.036148768314281154e+00,1.027451106819857740e+00
1.037989051682498776e+00,1.028514682713051576e+00
1.039829335050716397e+00,1.028809739335614815e+00
1.041669618418934018e+00,1.027981185036801026e+00
1.043509901787151861e+00,1.026260054212783768e+00
1.045350185155369482e+00,1.023964550264582662e+00
1.047190468523587104e+00,1.021762822248835079e+00
1.049030751891804725e+00,1.019698977044118937e+00
1.050871035260022568e+00,1.017728449782371536e+00
1.052711318628240189e+00,1.015951249216085150e+00
1.054551601996457810e+00,1.014193267436563684e+00
1.056391885364675431e+00,1.012481055438310573e+00
1.058232168732893275e+00,1.011140163548253756e+00
1.060072452101110896e+00,1.010339712754364294e+00
1.061912735469328517e+00,1.010138711854146276e+00
1.063753018837546138e+00,1.010472341178074052e+00
1.065593302205763981e+00,1.011331907771794381e+00
1.067433585573981603e+00,1.012389433924633098e+00
1.069273868942199224e+00,1.013670242351267126e+00
1.071114152310417067e+00,1.014738618484218646e+00
1.072954435678634688e+00,1.015372481897932389e+00
